Date,Curah Hujan Johor_MY,Curah Hujan Kalbar_ID,Curah Hujan Kalteng_ID,Curah Hujan Pahang_MY,Curah Hujan Riau_ID,Curah Hujan Sabah_MY,Curah Hujan Sarawak_MY,Curah Hujan Sumut_ID
2017-07-25,2.39,0.0,0.0,9.18,3.83,6.68,0.89,0.06
2017-07-26,3.88,0.02,0.12,0.67,3.11,3.43,0.47,0.61
2017-07-27,2.0,0.02,8.4,1.11,17.81,1.91,4.23,6.87
2017-07-28,0.97,0.0,3.51,1.65,20.02,3.85,1.61,21.93
2017-07-31,6.52,0.37,1.85,7.03,2.44,0.76,0.15,4.3
2017-08-01,6.59,0.55,0.87,8.8,2.51,5.5,9.87,0.24
2017-08-02,3.24,0.14,1.47,5.95,5.85,6.57,31.02,6.82
2017-08-03,0.17,0.31,0.44,3.22,4.01,7.33,3.63,70.99
2017-08-04,1.04,0.2,0.59,1.41,0.73,1.02,0.4,51.01
2017-08-07,11.19,29.2,7.45,2.25,0.64,12.59,38.88,0.31
2017-08-08,15.86,0.59,18.75,19.09,4.86,19.7,48.77,2.94
2017-08-09,9.71,3.36,0.72,16.33,0.89,4.35,30.37,1.27
2017-08-10,9.56,9.45,1.09,19.49,17.05,4.1,24.98,6.32
2017-08-11,9.09,4.94,5.15,19.42,10.31,6.94,43.68,21.47
2017-08-14,1.94,13.22,12.4,11.09,4.06,68.03,12.62,34.45
2017-08-15,10.52,0.73,1.47,15.74,12.26,21.92,7.27,9.93
2017-08-16,1.74,19.06,8.78,6.09,1.48,32.59,24.59,1.79
2017-08-17,14.1,16.84,17.17,3.83,0.7,12.55,1.89,12.34
2017-08-18,8.77,0.0,4.41,13.81,3.65,0.78,0.0,3.95
2017-08-21,4.37,13.99,5.73,3.33,25.96,1.05,0.44,26.13
2017-08-22,5.71,43.24,18.83,2.3,14.87,17.89,3.89,1.83
2017-08-23,4.16,0.65,5.53,0.57,0.42,11.41,1.28,1.58
2017-08-24,2.4,26.56,20.64,1.53,9.88,3.5,3.48,4.66
2017-08-25,4.23,45.4,13.88,11.76,3.78,15.21,4.73,0.88
2017-08-28,6.59,25.79,3.74,14.32,3.6,3.15,17.2,2.95
2017-08-29,5.22,23.76,15.1,5.4,1.0,12.88,67.49,21.12
2017-08-30,3.89,13.0,2.59,2.6,0.17,23.36,67.13,5.01
2017-09-05,11.37,9.65,3.0,11.53,2.09,6.08,3.35,50.36
2017-09-06,9.95,40.91,4.42,5.67,2.75,6.92,11.96,20.86
2017-09-07,1.92,16.66,2.62,1.08,1.48,1.66,18.87,1.19
2017-09-08,3.02,4.47,0.62,10.55,15.15,1.53,29.29,1.31
2017-09-11,17.69,6.74,4.14,5.66,1.05,28.19,66.13,1.13
2017-09-12,2.25,32.35,9.33,0.06,0.2,22.39,16.16,3.89
2017-09-13,3.91,16.25,9.94,4.5,0.64,8.35,6.36,5.06
2017-09-14,10.21,0.04,0.66,9.82,16.77,5.6,0.3,40.1
2017-09-15,8.55,0.86,2.03,20.1,12.19,2.79,4.79,48.37
2017-09-18,7.57,13.41,3.16,22.61,6.75,14.67,8.9,6.73
2017-09-19,6.2,1.42,0.07,22.96,11.51,22.03,3.61,35.13
2017-09-20,8.69,0.03,0.0,5.44,24.35,12.6,10.03,36.77
2017-09-21,7.24,0.0,0.01,1.86,1.02,11.21,10.19,2.03
2017-09-25,1.83,0.06,0.48,14.76,8.45,6.16,3.53,6.54
2017-09-26,5.1,4.69,5.91,6.35,39.5,7.17,0.14,23.33
2017-09-27,3.01,4.72,7.91,2.39,7.89,10.38,1.55,10.04
2017-09-28,5.4,0.87,11.2,11.5,92.31,18.8,1.92,9.71
2017-09-29,9.25,3.33,1.2,17.0,47.72,10.34,11.26,13.09
2017-10-02,3.07,1.12,2.91,0.38,4.46,6.16,1.59,14.38
2017-10-03,19.2,11.06,6.9,4.12,15.13,5.83,2.76,3.0
2017-10-04,8.09,26.71,6.84,7.91,14.55,6.94,7.4,2.67
2017-10-05,8.84,4.57,20.46,9.83,0.55,3.98,5.85,8.24
2017-10-06,1.22,7.82,6.9,5.11,3.05,2.27,13.72,44.18
2017-10-09,5.1,18.69,6.63,10.34,7.09,12.09,5.14,109.71
2017-10-10,21.38,23.92,13.23,12.24,5.7,9.09,9.19,45.13
2017-10-11,12.51,6.49,0.75,4.45,0.58,2.32,2.97,7.13
2017-10-12,11.86,23.09,9.87,10.63,2.08,5.58,0.43,10.45
2017-10-13,15.68,14.5,4.03,5.92,1.48,9.98,4.76,12.69
2017-10-16,2.53,1.89,13.0,1.36,2.34,20.89,4.34,0.02
2017-10-17,0.06,5.34,2.13,0.0,0.0,12.42,0.47,0.0
2017-10-19,2.67,1.45,0.98,7.59,0.34,33.04,2.36,0.0
2017-10-20,2.58,16.03,2.9,1.36,0.02,16.49,14.16,0.0
2017-10-23,3.35,0.23,0.03,0.4,0.0,10.55,7.46,2.01
2017-10-24,5.1,22.75,2.41,1.05,18.38,10.91,6.22,8.31
2017-10-25,9.73,6.18,2.8,3.08,18.02,11.08,5.07,4.33
2017-10-26,9.34,2.78,7.98,16.86,0.11,12.75,4.95,2.57
2017-10-27,9.96,14.29,12.04,13.9,0.06,5.21,13.05,2.91
2017-10-30,32.04,7.09,5.97,39.22,12.34,15.64,3.25,41.58
2017-10-31,16.28,11.08,32.15,5.81,5.56,3.38,4.14,17.29
2017-11-01,6.12,14.76,35.93,3.83,8.46,12.92,8.33,2.81
2017-11-02,3.55,11.55,7.36,21.62,33.94,5.34,1.0,43.7
2017-11-03,11.61,9.24,10.77,7.73,16.82,1.28,5.44,25.83
2017-11-06,12.82,5.16,30.13,10.38,13.52,3.57,2.54,23.36
2017-11-07,18.57,14.06,4.34,31.72,48.72,4.24,3.08,92.86
2017-11-08,3.62,25.66,5.02,1.5,48.21,13.11,5.04,67.75
2017-11-09,14.22,18.09,6.3,7.89,8.16,17.74,21.35,16.63
2017-11-10,32.14,4.51,3.26,18.28,16.71,9.43,10.12,33.86
2017-11-13,6.29,3.28,18.76,4.8,24.64,15.74,28.99,2.99
2017-11-14,15.63,4.49,1.85,8.37,26.87,2.95,1.23,8.33
2017-11-15,9.05,10.2,9.59,8.13,8.36,2.77,6.69,20.37
2017-11-16,10.34,4.58,1.89,6.04,21.92,4.17,6.55,22.54
2017-11-17,17.06,6.33,13.66,10.68,6.97,6.54,4.81,9.12
2017-11-20,8.59,15.28,19.92,2.17,1.26,10.39,18.48,2.97
2017-11-21,9.06,0.48,8.08,7.09,0.56,21.15,46.49,9.41
2017-11-22,4.52,0.0,0.06,4.32,0.19,8.23,6.15,3.97
2017-11-23,13.1,3.54,4.94,29.27,13.32,2.5,20.89,5.94
2017-11-24,16.73,17.07,27.02,14.78,25.15,2.96,17.2,7.14
2017-11-27,11.97,20.37,15.71,33.28,21.35,3.33,35.84,54.39
2017-11-28,2.69,6.29,6.68,12.6,5.19,5.53,13.59,19.55
2017-11-29,6.33,5.51,22.47,11.29,3.03,3.09,8.7,27.54
2017-11-30,6.73,4.62,14.3,6.53,2.88,3.2,4.55,13.31
2017-12-04,3.11,3.33,11.34,7.24,2.69,1.66,6.19,20.83
2017-12-05,7.09,13.45,42.99,4.37,0.36,2.34,10.31,4.93
2017-12-06,2.18,1.78,3.43,0.99,0.57,0.1,10.37,10.4
2017-12-07,5.68,3.52,7.91,6.45,0.18,4.12,2.06,1.07
2017-12-08,19.01,27.46,3.56,21.89,22.0,5.89,13.79,1.26
2017-12-11,7.57,16.05,5.93,2.73,3.96,35.25,8.75,4.83
2017-12-12,11.65,5.5,6.88,6.19,1.14,22.54,15.83,2.54
2017-12-13,23.84,19.1,16.03,1.33,2.55,14.25,13.48,37.98
2017-12-14,9.72,21.11,22.76,0.5,0.54,14.42,9.4,2.61
2017-12-15,2.51,4.1,28.9,0.45,4.96,5.81,0.84,0.05
2017-12-18,1.56,5.12,11.52,5.33,0.8,31.31,9.38,4.78
2017-12-19,4.05,8.14,16.8,1.24,3.55,27.24,28.71,27.52
2017-12-20,1.16,1.4,9.7,0.04,5.47,12.59,20.42,4.43
2017-12-21,0.09,0.0,0.43,0.42,4.64,25.24,0.43,2.31
2017-12-22,11.68,1.98,1.3,11.68,5.86,18.3,0.07,39.01
2017-12-26,7.96,13.62,6.15,5.43,8.32,10.15,12.59,49.63
2017-12-27,14.16,7.1,21.26,3.52,0.67,8.37,7.96,2.59
2017-12-28,2.02,0.99,5.5,6.88,4.43,10.74,3.56,1.16
2017-12-29,12.59,12.72,19.25,11.14,13.03,6.21,2.89,1.62
2018-01-02,30.01,11.57,17.83,54.72,0.68,9.44,3.98,34.25
2018-01-03,9.0,6.25,38.77,36.69,4.28,8.28,16.33,26.03
2018-01-04,4.47,13.03,78.18,34.41,5.36,3.46,18.47,12.93
2018-01-05,8.09,7.36,21.7,6.86,3.16,10.74,9.93,0.47
2018-01-08,8.72,10.9,1.84,17.98,10.1,2.56,0.92,19.14
2018-01-09,6.05,10.09,35.7,14.27,0.85,12.27,15.04,13.73
2018-01-10,49.53,17.73,15.9,11.87,3.03,5.87,49.99,0.88
2018-01-11,66.31,46.83,6.4,49.1,1.5,5.6,11.07,3.81
2018-01-12,82.19,22.72,5.48,53.37,1.36,16.24,53.48,0.16
2018-01-16,10.04,7.5,1.77,0.49,0.0,2.03,4.62,6.98
2018-01-17,0.4,6.37,4.34,3.3,0.02,7.73,16.4,0.59
2018-01-18,0.15,10.66,3.79,14.92,0.11,5.5,7.62,4.2
2018-01-19,2.29,5.38,12.81,6.09,0.8,17.4,20.32,3.85
2018-01-22,3.93,0.34,0.4,1.53,0.0,1.12,6.32,2.38
2018-01-23,4.1,2.43,0.71,5.87,1.62,4.92,15.66,0.17
2018-01-24,6.53,2.11,1.33,28.54,5.22,10.46,30.48,1.04
2018-01-25,2.57,5.82,1.24,5.88,6.09,5.9,21.39,3.18
2018-01-26,2.38,2.25,0.28,30.06,6.54,17.34,14.54,12.18
2018-01-29,7.04,16.61,6.15,7.17,1.94,2.73,7.86,1.7
2018-01-30,5.69,1.06,6.51,1.96,0.2,5.22,9.88,0.06
2018-02-02,17.96,10.74,6.43,4.5,7.1,8.55,7.33,20.46
2018-02-05,0.97,22.99,28.56,0.04,0.63,16.56,53.02,11.22
2018-02-06,0.02,15.63,41.32,0.0,1.35,42.85,157.99,3.32
2018-02-07,0.01,0.99,13.17,0.0,0.32,12.18,23.03,16.73
2018-02-08,0.0,0.0,14.73,0.95,0.1,0.67,3.12,12.58
2018-02-09,0.0,0.05,14.97,0.16,0.15,0.02,0.36,1.75
2018-02-12,0.08,0.01,5.64,0.96,0.47,1.92,0.01,0.03
2018-02-13,0.53,0.0,5.85,6.02,0.04,4.03,0.01,6.25
2018-02-14,0.29,0.0,0.76,11.67,9.72,18.69,2.9,7.56
2018-02-15,0.08,2.55,3.52,0.31,4.63,6.34,3.08,8.01
2018-02-19,0.03,0.01,2.17,4.9,8.6,6.2,8.13,73.67
2018-02-20,0.06,5.41,8.13,3.26,6.78,5.65,4.17,6.07
2018-02-21,0.38,9.15,132.15,0.22,9.5,6.16,9.23,9.89
2018-02-22,0.93,24.89,18.81,4.89,31.18,1.34,4.09,17.7
2018-02-23,12.1,13.93,9.59,21.74,17.97,0.34,9.46,17.38
2018-02-26,0.09,3.64,15.65,0.0,0.92,4.55,5.78,23.14
2018-02-27,0.34,18.39,6.95,0.0,1.94,9.26,7.45,0.28
2018-02-28,0.07,9.65,26.51,0.02,2.0,4.67,13.08,24.9
2018-03-01,0.3,6.12,21.78,1.45,1.92,4.23,5.23,3.93
2018-03-02,0.46,1.83,1.89,0.33,4.37,5.62,4.32,10.67
2018-03-05,0.42,1.27,23.57,4.23,51.39,6.13,17.22,16.51
2018-03-06,0.96,34.38,12.1,12.73,30.99,1.77,21.32,20.04
2018-03-07,11.07,18.48,11.03,9.67,13.52,2.16,30.27,8.58
2018-03-08,14.39,0.37,5.48,6.16,2.16,2.65,2.4,2.71
2018-03-09,4.87,4.12,29.01,3.98,1.78,0.27,10.06,2.32
2018-03-12,0.98,57.54,7.41,14.23,4.9,3.49,21.62,1.17
2018-03-13,1.5,15.39,25.07,4.41,2.19,2.3,6.22,2.85
2018-03-14,0.07,0.38,2.18,1.59,1.42,2.09,6.21,1.24
2018-03-15,0.03,1.2,1.66,1.83,0.17,1.17,14.41,7.99
2018-03-16,2.87,13.46,13.94,2.08,0.14,1.5,8.64,0.34
2018-03-19,0.05,12.41,8.0,1.22,12.37,10.44,6.31,18.36
2018-03-20,0.38,1.85,18.35,14.56,29.25,19.11,11.52,81.67
2018-03-21,0.75,9.8,4.88,10.27,5.93,17.02,10.14,15.26
2018-03-22,0.13,3.11,2.08,2.94,1.42,6.31,2.46,4.39
2018-03-23,0.02,8.47,3.14,1.13,3.11,15.64,0.78,0.42
2018-03-26,14.36,12.11,2.7,18.27,8.94,27.28,6.88,42.97
2018-03-27,9.23,15.74,13.04,13.91,7.74,2.09,2.2,94.45
2018-03-28,8.94,9.63,10.53,3.91,1.86,2.99,15.84,1.28
2018-03-29,4.12,5.09,4.02,2.49,35.82,11.88,5.57,47.81
2018-04-02,0.29,0.37,0.74,0.73,0.88,2.28,0.22,4.04
2018-04-03,0.06,2.22,14.86,0.6,1.83,2.33,1.57,4.15
2018-04-04,0.01,7.71,6.36,4.9,0.5,1.59,19.65,0.87
2018-04-05,1.18,17.21,2.81,3.37,1.31,0.27,10.95,2.42
2018-04-06,3.65,42.37,26.0,4.69,0.63,0.57,9.74,0.21
2018-04-09,4.01,7.57,22.51,0.68,23.34,0.0,13.48,3.13
2018-04-10,0.58,10.41,0.86,2.59,1.53,0.43,12.46,0.3
2018-04-11,0.29,8.41,3.31,0.54,2.09,8.11,17.33,0.56
2018-04-12,1.99,2.31,2.22,1.54,0.89,6.34,19.94,0.47
2018-04-13,5.12,11.87,5.53,3.99,3.46,5.87,116.08,2.8
2018-04-16,12.79,21.81,33.06,15.18,10.68,28.34,16.14,54.29
2018-04-17,7.81,8.14,1.87,1.2,1.31,12.01,15.49,2.75
2018-04-18,10.82,15.94,4.85,8.27,3.13,16.06,34.64,32.38
2018-04-19,13.27,12.34,7.02,14.28,2.67,14.49,12.22,9.87
2018-04-20,15.25,18.32,22.39,10.19,13.34,9.43,5.66,20.44
2018-04-23,5.64,20.72,14.52,5.83,3.97,3.82,0.79,59.75
2018-04-24,4.85,3.87,4.42,2.57,3.83,3.38,2.2,13.07
2018-04-25,1.48,11.99,16.67,6.69,0.13,12.11,16.39,1.97
2018-04-26,7.41,2.34,12.88,8.66,3.22,7.13,3.46,7.03
2018-04-27,9.84,5.9,30.73,5.78,1.12,1.41,4.04,0.18
2018-04-30,2.98,0.18,0.09,10.33,1.43,20.08,2.03,2.18
2018-05-02,2.27,2.07,4.59,1.9,0.15,12.2,7.96,0.31
2018-05-03,3.06,2.36,0.3,12.02,6.65,14.75,1.12,24.19
2018-05-04,5.53,1.16,0.29,14.75,15.95,9.22,5.58,12.53
2018-05-07,0.87,22.68,2.08,4.72,3.71,5.34,22.79,37.15
2018-05-08,0.37,4.37,5.68,1.27,0.23,2.83,2.72,2.09
2018-05-14,2.52,14.76,4.8,2.52,0.38,1.58,2.98,3.46
2018-05-15,2.44,17.43,1.9,3.39,2.33,0.26,9.84,1.22
2018-05-16,1.9,16.17,2.41,9.38,4.87,3.04,1.64,38.16
2018-05-17,2.28,14.9,18.57,5.72,1.33,2.34,4.38,26.33
2018-05-18,8.31,10.22,8.07,10.77,6.98,2.33,1.99,12.06
2018-05-21,3.04,3.37,1.53,5.15,18.97,4.1,6.59,6.49
2018-05-22,2.9,2.52,0.28,2.41,15.76,8.59,6.27,23.67
2018-05-23,26.16,16.8,3.54,19.72,19.85,4.03,9.46,5.94
2018-05-24,1.05,5.76,2.46,5.44,1.34,3.81,14.28,1.14
2018-05-25,1.66,12.74,3.09,1.43,2.03,7.33,30.78,6.3
2018-05-28,7.01,6.75,11.15,6.26,2.97,13.69,103.01,6.96
2018-05-30,4.54,34.36,3.08,35.55,5.58,13.92,6.61,19.46
2018-05-31,8.34,15.1,9.1,13.97,14.45,19.97,22.0,34.53
2018-06-01,12.87,0.88,1.41,15.48,14.8,47.87,13.72,3.6
2018-06-04,2.16,0.03,0.0,0.91,6.39,0.37,0.12,5.6
2018-06-05,0.79,0.0,0.0,0.36,0.02,2.02,0.32,1.65
2018-06-06,0.85,0.19,0.02,0.99,0.52,2.75,2.44,0.0
2018-06-07,2.03,0.13,0.01,1.32,1.81,12.26,0.92,0.01
2018-06-08,3.25,10.37,1.47,0.47,2.91,7.66,0.56,0.0
2018-06-11,1.16,0.33,0.13,0.01,0.0,1.0,0.92,0.03
2018-06-12,0.79,1.34,8.4,0.49,0.01,4.15,1.81,0.01
2018-06-13,5.46,0.21,0.51,1.42,0.09,2.36,1.27,0.08
2018-06-14,6.48,0.14,3.83,6.66,3.66,9.04,1.5,7.42
2018-06-18,5.51,0.27,0.2,4.18,4.33,1.91,0.64,6.89
2018-06-19,5.35,8.63,0.79,1.44,0.55,0.57,1.81,3.39
2018-06-20,10.13,2.12,11.06,8.1,2.62,0.14,6.09,1.17
2018-06-21,7.61,0.22,1.03,6.14,23.45,8.23,3.87,19.12
2018-06-22,9.22,4.34,4.0,26.67,7.03,5.8,4.91,17.34
2018-06-25,8.51,41.79,7.09,16.36,28.56,4.64,37.38,26.04
2018-06-26,5.15,1.87,8.8,4.87,36.94,16.52,54.33,8.11
2018-06-27,6.14,2.26,2.78,1.67,6.75,17.0,59.34,1.72
2018-06-28,6.11,15.93,2.2,1.64,4.11,3.37,3.96,15.22
2018-06-29,7.96,9.6,1.69,7.51,9.6,19.08,22.76,7.06
2018-07-02,3.55,16.36,11.83,3.71,1.12,12.25,7.79,0.91
2018-07-03,4.71,11.06,3.23,5.17,1.78,3.92,3.9,0.3
2018-07-05,0.32,1.2,3.89,1.43,0.26,0.65,0.69,33.23
2018-07-06,10.67,0.4,0.4,2.35,0.12,2.98,7.61,4.14
2018-07-09,16.44,0.12,1.66,2.37,7.13,15.52,16.07,60.51
2018-07-10,7.56,1.29,0.05,1.24,5.68,13.21,16.62,21.57
2018-07-11,0.45,0.46,0.0,0.02,0.05,20.98,23.75,0.65
2018-07-12,0.92,0.0,0.0,0.35,0.17,2.95,0.22,0.0
2018-07-13,2.21,0.0,0.0,0.54,1.23,2.82,0.06,5.92
2018-07-16,0.27,0.0,0.0,0.0,0.0,0.55,0.0,0.64
2018-07-17,0.51,0.0,0.0,0.01,0.24,0.0,0.0,20.56
2018-07-18,3.4,0.0,0.0,0.41,20.81,0.95,0.0,14.45
2018-07-19,10.51,0.0,0.0,1.6,11.95,4.53,0.0,20.65
2018-07-20,5.94,0.06,0.0,5.57,6.39,4.73,7.92,14.9
2018-07-23,6.02,0.02,8.75,1.36,0.19,1.61,4.54,0.63
2018-07-24,10.81,0.07,5.21,5.9,7.52,1.1,4.97,12.41
2018-07-25,14.0,9.24,1.12,3.4,6.29,2.91,0.65,4.56
2018-07-26,1.27,6.96,2.71,0.88,0.41,2.84,1.2,15.12
2018-07-27,0.78,7.76,2.4,8.53,3.75,5.3,1.41,25.68
2018-07-30,5.8,3.5,20.67,8.67,5.12,2.01,13.72,13.3
2018-07-31,3.69,23.97,1.52,25.46,0.08,8.69,56.05,0.41
2018-08-01,4.58,10.84,32.56,5.5,11.62,15.58,45.54,23.0
2018-08-02,0.36,0.16,2.55,2.08,2.9,6.97,3.08,5.31
2018-08-03,0.48,0.0,0.0,0.0,0.0,11.11,0.33,0.59
2018-08-06,3.86,0.0,0.04,3.08,3.11,23.35,0.07,5.61
2018-08-07,4.75,0.52,0.0,4.0,2.17,10.63,10.18,5.67
2018-08-08,3.09,3.16,0.3,1.55,0.36,7.27,7.02,3.81
2018-08-09,0.73,0.75,0.05,0.88,0.17,5.52,0.79,9.43
2018-08-10,0.76,0.04,0.0,0.22,0.02,1.94,3.46,2.98
2018-08-13,0.08,0.18,0.21,0.0,0.0,13.08,0.01,0.01
2018-08-14,0.22,0.0,0.07,0.02,0.01,5.94,0.0,0.01
2018-08-15,0.41,0.0,0.0,0.54,0.22,0.01,0.2,0.0
2018-08-16,0.17,0.11,0.0,0.51,6.52,0.62,0.24,0.38
2018-08-17,0.92,0.02,0.0,7.28,4.29,7.19,0.15,30.27
2018-08-20,0.58,0.53,0.33,0.96,0.09,0.04,2.82,1.41
2018-08-21,1.02,2.46,5.0,1.91,5.42,2.85,5.99,95.05
2018-08-23,5.4,0.37,0.25,6.63,0.06,9.91,14.54,8.91
2018-08-24,12.14,0.58,0.1,0.17,17.88,6.88,1.92,8.0
2018-08-27,8.3,1.38,1.44,6.57,26.46,2.55,0.09,1.21
2018-08-28,4.26,3.9,1.4,7.29,17.34,2.99,5.51,2.93
2018-08-29,7.37,13.09,6.56,7.55,3.7,7.2,4.51,0.76
2018-08-30,5.45,0.27,0.84,1.85,2.77,0.16,0.06,7.64
2018-09-03,5.22,4.74,1.29,5.59,34.54,8.27,3.29,5.47
2018-09-04,15.76,0.0,0.05,10.22,5.98,7.96,3.67,4.51
2018-09-05,4.74,2.71,1.82,5.04,1.29,4.57,19.07,1.07
2018-09-06,16.81,3.62,2.69,18.35,2.76,6.8,1.72,3.14
2018-09-07,12.94,0.33,0.14,10.93,0.94,7.45,4.24,12.17
2018-09-12,4.99,0.0,0.01,16.58,1.68,5.63,0.6,9.56
2018-09-13,1.09,0.0,0.0,1.27,1.36,5.39,0.16,6.04
2018-09-14,2.54,0.0,0.0,5.16,0.8,9.77,5.5,1.27
2018-09-18,15.35,9.85,3.47,1.66,7.94,13.41,7.96,1.84
2018-09-19,7.36,9.99,16.87,11.56,3.33,6.76,25.21,1.29
2018-09-20,8.98,5.22,2.1,10.94,9.05,9.35,8.82,3.6
2018-09-21,9.19,2.4,0.15,13.77,7.9,6.12,20.05,3.35
2018-09-24,0.04,2.06,1.18,3.86,0.51,2.41,7.2,5.11
2018-09-25,0.06,19.07,0.3,7.64,1.0,0.94,4.82,3.1
2018-09-26,0.11,2.63,0.14,21.18,3.1,3.42,2.37,2.74
2018-09-27,0.13,0.78,0.0,11.86,0.72,3.82,0.21,1.93
2018-09-28,0.21,0.48,0.0,2.84,0.36,3.75,3.92,0.28
2018-10-01,0.42,14.98,9.71,10.62,4.64,3.61,6.09,92.78
2018-10-02,0.33,17.5,1.91,6.1,3.43,13.17,10.52,2.89
2018-10-03,2.95,1.27,0.18,6.78,8.55,14.93,9.74,20.87
2018-10-04,4.36,0.77,0.02,4.55,7.9,3.54,0.81,20.43
2018-10-05,1.34,7.29,9.95,5.5,0.83,1.2,30.5,8.05
2018-10-08,11.05,2.68,3.85,19.05,21.62,1.56,9.85,11.35
2018-10-09,13.4,19.05,0.83,19.98,22.17,1.32,2.6,21.64
2018-10-10,11.74,8.1,14.99,16.57,9.12,1.14,11.51,13.04
2018-10-11,21.03,36.8,16.01,46.72,96.87,9.85,30.35,77.46
2018-10-12,11.24,49.98,23.07,14.64,83.32,7.63,9.13,70.72
2018-10-15,4.78,1.11,0.38,15.1,8.81,12.12,2.79,39.28
2018-10-16,7.47,1.95,0.33,10.5,9.21,0.16,0.28,68.88
2018-10-17,10.69,17.93,0.29,7.19,23.9,7.28,5.01,14.13
2018-10-18,22.24,23.95,3.1,13.5,5.75,15.88,6.87,3.62
2018-10-19,0.61,7.14,1.76,9.81,1.65,9.07,1.55,11.73
2018-10-22,2.79,4.26,2.39,13.0,2.06,9.13,0.76,50.12
2018-10-23,5.87,2.33,0.35,22.84,15.24,5.9,16.2,25.57
2018-10-24,4.04,8.74,0.8,7.92,4.59,5.53,25.99,0.45
2018-10-25,6.64,18.19,6.85,1.57,4.56,4.68,12.09,0.02
2018-10-26,2.04,10.02,4.6,8.29,9.03,6.0,4.09,2.04
2018-10-29,1.45,1.78,1.94,5.6,4.35,3.52,7.59,8.93
2018-10-30,6.97,9.22,0.41,21.1,25.34,2.55,1.5,13.14
2018-10-31,11.6,19.32,0.11,11.84,15.48,3.1,10.05,20.31
2018-11-01,10.95,12.08,16.02,5.5,31.14,0.49,8.21,15.59
2018-11-02,11.77,27.74,5.35,24.69,31.16,0.49,5.79,37.89
2018-11-05,9.69,7.64,10.22,25.9,5.26,7.69,24.37,12.25
2018-11-07,5.9,13.07,22.64,17.6,7.72,13.35,44.98,71.13
2018-11-08,12.55,10.0,5.65,9.65,4.23,3.49,18.47,26.65
2018-11-09,7.92,6.07,2.64,4.5,3.86,8.26,10.6,31.69
2018-11-12,7.19,18.78,5.82,16.02,22.85,6.8,3.72,19.11
2018-11-13,10.56,21.69,6.77,14.21,6.16,18.47,38.55,16.1
2018-11-14,6.25,20.36,29.8,11.53,20.05,17.52,42.04,6.38
2018-11-15,10.59,0.69,8.78,10.11,37.35,15.78,23.05,2.11
2018-11-16,6.18,15.82,6.8,0.48,0.36,6.25,17.51,3.36
2018-11-19,6.66,8.24,6.32,4.59,12.01,2.09,5.5,10.28
2018-11-21,14.73,28.06,12.78,12.74,8.06,5.27,2.13,63.87
2018-11-23,3.27,3.56,7.39,7.88,2.64,14.19,9.03,1.52
2018-11-26,6.75,1.09,1.21,16.87,7.38,4.52,2.15,16.94
2018-11-27,4.89,0.48,9.15,1.12,6.48,7.64,3.71,10.64
2018-11-28,8.8,6.41,6.43,24.02,4.73,2.46,1.21,0.46
2018-11-29,5.63,29.43,15.41,23.43,25.91,1.25,11.72,25.61
2018-11-30,14.77,17.95,15.04,8.98,5.31,5.44,7.12,7.07
2018-12-03,4.99,5.54,7.76,6.83,6.06,2.71,17.43,1.59
2018-12-04,11.42,23.0,11.25,8.53,24.76,7.85,22.89,8.62
2018-12-05,5.28,12.47,7.69,10.76,21.15,7.85,15.73,23.56
2018-12-06,10.53,14.48,11.78,9.0,66.23,14.22,20.72,33.01
2018-12-07,5.11,22.9,16.31,14.47,9.52,4.07,33.82,1.76
2018-12-10,6.72,8.78,9.58,12.3,69.21,15.34,31.5,15.6
2018-12-11,15.37,44.39,12.41,6.18,28.41,5.48,13.02,62.15
2018-12-12,13.02,26.84,12.89,10.94,29.53,1.38,10.97,15.27
2018-12-13,9.36,27.03,13.67,40.23,42.47,5.25,8.9,30.91
2018-12-14,18.38,20.15,37.52,23.32,13.02,3.06,25.07,5.11
2018-12-17,9.66,11.78,13.86,4.72,4.13,6.56,28.69,0.16
2018-12-18,1.81,6.75,11.48,2.21,4.49,1.81,22.7,0.63
2018-12-19,15.29,18.48,7.64,6.08,0.56,2.54,10.69,0.11
2018-12-20,9.38,16.06,4.37,2.27,0.04,6.88,6.92,0.47
2018-12-21,3.09,9.74,13.05,5.36,0.81,4.48,28.63,0.12
2018-12-24,0.32,3.73,6.42,6.06,2.09,13.23,1.68,1.46
2018-12-26,6.78,16.33,37.93,18.38,4.17,11.33,5.32,10.04
2018-12-27,3.8,7.15,37.9,9.53,1.18,11.61,12.65,4.04
2018-12-28,1.66,8.27,5.07,0.68,1.71,10.22,4.31,8.95
2018-12-31,17.54,6.12,2.06,6.19,1.01,19.32,10.09,2.16
2019-01-02,0.98,14.65,4.98,1.68,0.7,29.94,4.16,3.19
2019-01-03,0.13,11.39,5.06,2.67,9.89,6.76,1.12,4.12
2019-01-04,0.24,4.03,18.39,0.78,6.79,1.65,2.71,4.6
2019-01-07,0.98,11.73,11.3,1.97,6.77,12.63,2.02,8.02
2019-01-08,13.49,4.97,13.72,4.57,22.0,2.32,31.19,20.68
2019-01-09,0.45,10.45,19.34,2.69,21.27,1.02,5.81,5.48
2019-01-10,1.09,3.51,6.45,1.47,5.52,1.11,3.42,1.38
2019-01-11,2.01,33.13,9.35,2.87,5.6,0.75,1.19,0.55
2019-01-14,4.77,3.83,14.03,17.39,5.98,9.22,3.42,16.08
